32841,26633
32831,26625
32854,26612
32844,26610
32823,26632
32846,26646
32853,26620
32852,26603
32828,26624
32830,26623
32841,26608
32823,26604
32840,26636
32848,26612
32844,26614
32843,26630
32854,26627
32854,26627
32828,26626
32831,26604
32849,26632
32837,26642
32822,26624
32839,26637
32820,26588
32848,26616
32836,26621
32821,26617
32832,26619
32850,26614
32848,26611
32839,26612
32858,26618
32834,26606
32863,26608
32854,26612
32836,26639
32835,26606
32845,26614
32825,26608
32834,26618
32836,26615
32827,26606
32845,26652
32832,26604
32851,26622
32842,26606
32841,26612
32863,26630
32838,26614
32840,26610
32823,26642
32833,26640
32841,26644
32821,26612
32842,26634
32835,26633
32828,26620
32845,26645
32857,26642
32837,26633
32846,26651
32863,26610
32833,26611
32812,26613
32856,26598
32836,26636
32848,26631
32834,26632
32846,26613
32844,26628
32851,26612
32813,26647
32843,26631
32845,26611
32848,26605
32823,26607
32847,26634
32844,26618
32842,26608
32839,26629
32840,26621
32833,26630
32833,26630
32850,26619
32849,26627
32859,26616
32838,26619
32846,26614
32859,26628
32843,26615
32837,26608
32835,26633
32839,26622
32832,26630
32857,26621
32837,26602
32826,26625
32828,26610
32839,26624
32842,26620
32847,26613
32849,26610
32848,26637
32823,26620
32853,26620
32857,26634
32815,26613
32823,26644
32839,26609
32836,26590
32846,26607
32832,26625
32860,26596
32825,26623
32812,26627
32831,26629
32837,26629
32845,26622
32852,26622
32840,26632
32847,26622
32834,26630
32844,26607
32837,26599
32826,26627
32834,26611
32830,26661
32825,26626
32837,26624
32838,26639
32841,26620
32862,26604
32850,26630
32846,26641
32837,26638
32840,26629
32827,26620
32839,26606
32845,26636
32830,26618
32856,26601
32836,26644
32846,26615
32837,26612
32857,26609
32842,26631
32812,26641
32857,26619
32822,26620
32845,26656
32852,26619
32827,26630
32816,26636
32835,26616
32819,26618
32833,26611
32843,26619
32832,26634
32829,26632
32832,26624
32838,26620
32841,26623
32826,26607
32854,26627
32851,26609
32847,26632
32845,26632
32819,26623
32820,26629
32849,26612
32858,26619
32856,26616
32825,26644
32841,26623
32818,26618
32847,26600
32832,26625
32844,26612
32844,26612
32837,26628
32840,26623
32837,26632
32833,26633
32831,26599
32850,26607
32853,26623
32839,26612
32843,26647
32811,26615
32828,26607
32855,26634
32827,26600
32838,26596
32824,26620
32823,26656
32823,26656
32851,26610
32848,26620
32849,26599
32834,26619
32831,26602
32864,26608
32840,26620
32837,26649
32851,26596
32841,26629
32851,26616
32833,26624
32833,26611
32842,26635
32830,26615
32856,26623
32843,26628
32834,26617
32852,26647
32839,26604
32840,26609
32840,26615
32831,26640
32844,26616
32852,26600
32853,26615
32845,26606
32840,26613
32829,26626
32844,26638
32842,26614
32842,26614
32818,26602
32830,26589
32846,26638
32840,26620
32853,26615
32840,26649
32826,26628
32842,26627
32849,26629
32843,26603
32849,26598
32835,26612
32824,26616
32843,26643
32814,26626
32810,26592
32831,26608
32846,26617
32826,26628
32825,26623
32847,26601
32849,26602
32839,26623
32837,26620
32853,26614
32851,26613
32847,26600
32826,26603
