40734,26630
40736,26624
40749,26614
40712,26644
40768,26618
40766,26615
40721,26600
40749,26651
40736,26618
40736,26618
40746,26639
40729,26601
40755,26624
40742,26607
40750,26609
40749,26623
40746,26631
40753,26616
40736,26642
40743,26611
40746,26619
40754,26612
40738,26608
40731,26635
40734,26601
40737,26609
40737,26609
40723,26623
40724,26628
40729,26623
40732,26637
40721,26645
40765,26623
40739,26601
40729,26619
40741,26632
40737,26619
40727,26605
40741,26619
40756,26622
40729,26632
40750,26624
40753,26634
40753,26634
40734,26610
40734,26633
40709,26622
40750,26605
40749,26617
40726,26623
40758,26615
40726,26627
40737,26626
40714,26646
40704,26623
40755,26592
40719,26615
40750,26622
40742,26612
40743,26617
40740,26615
40728,26601
40726,26630
40730,26596
40748,26623
40743,26620
40736,26634
40733,26621
40732,26608
40753,26640
40740,26638
40729,26617
40728,26619
40739,26621
40718,26599
40755,26630
40731,26610
40737,26608
40749,26622
40697,26605
40729,26620
40747,26613
40727,26608
40735,26628
40739,26611
40753,26623
40725,26627
40710,26613
40754,26626
40730,26617
40754,26623
40735,26626
40756,26610
40737,26627
40745,26609
40745,26609
40727,26613
40742,26630
40745,26626
40737,26616
40746,26590
40739,26603
40742,26576
40756,26624
40752,26615
40762,26624
40735,26619
40739,26641
40753,26626
40739,26622
40758,26604
40723,26647
40755,26630
40735,26596
40750,26617
40731,26619
40729,26632
40714,26619
40717,26613
40743,26605
40762,26618
40726,26594
40718,26618
40714,26626
40759,26604
40726,26641
40711,26616
40754,26607
40730,26612
40733,26608
40716,26623
40725,26612
40726,26612
40732,26617
40761,26619
40738,26637
40747,26609
40720,26611
40718,26636
40754,26610
40742,26612
40727,26613
40750,26607
40749,26614
40766,26614
40739,26616
40756,26618
40737,26615
40742,26596
40753,26635
40757,26626
40741,26627
40734,26634
40749,26606
40745,26589
40732,26609
40703,26626
40757,26624
40707,26616
40722,26609
40718,26619
40726,26621
40703,26603
40744,26629
40753,26625
40762,26627
40725,26614
40730,26623
40770,26633
40743,26622
40724,26617
40735,26594
40721,26616
40739,26633
40718,26595
40739,26630
40739,26597
40749,26607
40742,26611
40730,26616
40719,26630
40742,26611
40753,26610
40747,26625
40742,26609
40726,26625
40764,26645
40738,26622
40749,26622
40779,26608
40736,26614
40709,26618
40747,26619
40763,26615
40765,26617
40744,26607
40728,26609
40729,26622
40723,26615
40736,26617
40725,26640
40700,26623
40737,26616
40728,26644
40731,26617
40740,26625
40737,26602
40702,26609
40740,26625
40730,26606
40742,26627
40722,26608
40739,26621
40763,26588
40742,26623
40700,26616
40735,26607
40735,26607
40744,26637
40717,26606
40742,26613
40729,26613
40727,26634
40719,26607
40716,26640
40731,26602
40746,26624
40755,26622
40734,26617
40726,26626
40709,26616
40745,26605
40721,26629
40743,26628
40775,26627
40735,26594
40724,26636
40742,26606
40728,26627
40718,26616
40766,26599
40747,26617
40735,26616
40738,26611
40734,26623
40747,26611
40761,26598
40750,26650
40747,26618
40733,26621
40747,26618
40741,26621
40751,26612
40758,26642
40752,26606
40751,26610
40765,26612
40734,26619
40730,26632
40751,26613
40749,26638
40748,26611
40757,26610
40712,26624
40762,26609
40724,26621
40729,26601
40737,26606
40768,26647
40714,26609
40739,26608
40755,26645
40733,26639
40767,26604
40721,26641
40729,26601
40735,26627
40749,26640
40738,26630
40740,26610
40739,26627
40730,26632
40755,26620
40753,26623
40758,26621
40739,26605
40753,26639
40730,26618
40765,26608
40734,26607
40748,26618
40766,26613
40711,26605
40768,26620
40750,26629
40712,26636
40743,26607
40751,26628
40737,26630
40740,26613
40740,26613
40733,26615
40704,26612
40722,26623
40734,26625
40745,26595
40730,26621
40744,26621
40730,26640
40702,26629
40744,26601
40747,26618
40752,26594
40729,26598
40742,26610
40752,26619
40722,26630
40750,26631
40764,26608
40717,26624
40741,26628
40757,26612
40723,26635
40728,26599
40766,26619
40745,26610
40752,26635
40731,26617
40745,26625
40727,26640
40751,26624
40741,26612
40746,26633
40730,26613
40745,26629
40756,26600
40739,26632
40759,26635
40734,26599
40717,26611
40755,26617
40752,26646
40742,26626
40742,26629
40740,26616
40726,26607
40735,26602
40746,26606
40724,26623
40729,26627
40746,26595
40732,26615
40738,26619
40738,26620
40731,26607
40724,26613
40758,26625
40724,26601
40765,26638
40725,26621
40748,26612
40742,26610
40747,26630
40748,26618
40744,26621
40725,26638
40726,26614
40747,26607
40728,26621
40734,26616
40734,26616
40734,26599
40744,26610
40735,26622
40755,26607
40745,26620
40717,26620
40741,26612
40758,26611
40719,26629
40724,26600
40723,26621
40763,26611
40758,26616
40733,26626
40772,26631
40767,26623
40768,26629
40771,26640
40728,26622
40747,26610
40742,26614
40717,26588
40738,26611
40751,26616
40729,26611
40736,26613
40726,26644
40727,26610
40754,26608
40726,26614
40743,26621
40729,26624
40726,26608
40718,26603
40732,26613
40733,26597
40723,26621
40740,26632
40735,26623
40724,26613
40747,26613
40727,26607
40750,26627
40728,26616
40746,26611
40735,26618
40735,26626
40749,26637
40750,26615
40732,26616
40728,26627
40728,26627
40773,26619
40714,26626
40756,26614
40727,26617
40718,26615
40743,26617
40737,26598
40733,26632
40756,26615
40749,26601
40716,26610
40755,26622
40754,26609
40719,26626
40758,26629
40733,26625
40733,26625
40745,26615
40755,26613
40749,26634
40751,26608
40747,26628
40726,26621
40732,26642
40728,26615
40725,26617
40763,26610
40726,26645
40754,26612
40763,26610
40739,26605
40747,26621
40745,26615
40723,26639
40726,26626
40747,26611
40757,26643
40744,26601
40733,26606
40750,26597
40780,26594
40733,26622
40729,26637
40751,26608
40773,26608
40728,26617
40699,26588
40754,26617
40727,26638
40737,26612
40720,26617
40720,26617
40738,26602
40741,26625
40747,26624
40710,26624
40731,26620
40754,26633
40723,26636
40723,26627
40732,26613
40744,26613
40729,26607
40711,26604
40722,26626
40737,26626
40719,26624
40745,26599
40745,26599
40736,26627
40729,26612
40748,26614
40736,26647
40716,26617
40736,26614
40731,26625
40723,26610
40732,26629
40744,26606
40740,26614
40748,26637
40732,26612
40750,26599
40757,26626
40744,26635
40744,26635
40760,26629
40730,26612
40744,26617
40731,26614
40701,26625
40736,26640
40721,26605
40764,26618
40738,26613
40758,26618
40746,26613
40739,26629
40734,26616
40722,26632
40737,26643
40747,26631
40728,26618
40748,26609
40762,26597
40755,26638
40751,26644
40741,26625
40730,26601
40747,26640
40767,26596
40737,26593
40725,26609
40736,26643
40725,26596
40774,26632
40732,26622
40733,26622
40723,26616
40735,26627
40735,26627
40736,26633
40756,26635
40735,26633
40734,26609
40756,26623
40729,26605
40732,26627
40751,26599
40736,26620
40721,26641
40742,26612
40743,26631
40727,26623
40752,26626
40720,26601
40755,26619
40755,26619
40746,26622
40739,26613
40750,26640
40750,26607
40745,26622
40746,26598
40715,26598
40746,26646
40720,26622
40747,26612
40732,26613
40783,26596
40754,26614
40723,26628
40736,26612
40730,26633
40735,26637
40761,26645
40756,26613
40751,26600
40755,26613
40749,26611
40740,26609
40738,26643
40737,26615
40749,26611
40733,26618
40745,26592
40724,26616
40753,26635
40730,26627
40758,26619
40784,26597
40714,26637
40726,26610
40744,26617
40726,26609
40737,26623
40741,26641
40735,26591
40760,26601
40720,26602
40734,26621
40738,26628
40726,26636
40734,26626
40738,26624
40723,26627
40740,26602
40754,26637
40736,26628
40736,26628
40723,26624
40759,26612
40758,26613
40713,26617
40720,26629
40736,26621
40760,26615
40742,26627
40741,26615
40766,26623
40732,26639
40745,26614
40731,26616
40716,26607
40715,26626
40755,26600
40759,26634
40743,26627
40773,26625
40745,26617
40730,26626
40707,26629
40734,26627
40737,26585
40737,26621
40716,26600
40709,26602
40756,26621
40724,26633
40769,26605
40753,26589
40740,26628
40747,26637
40741,26618
40749,26620
40752,26623
40737,26622
40717,26646
40716,26631
40745,26625
40724,26623
40725,26634
40738,26618
40745,26608
40739,26618
40748,26621
40748,26645
40727,26615
40756,26632
40721,26629
40747,26634
40750,26604
40736,26621
40729,26628
40729,26610
